iter	RMSE
564	8.947121038
565	8.944099436
566	8.938679376
567	8.935552032
568	8.928767976
569	8.926414469
570	8.922567259
571	8.918964099
572	8.915540155
573	8.912583941
574	8.910002343
575	8.9072789
576	8.904640457
577	8.902311128
578	8.896092119
579	8.89359248
580	8.887630067
581	8.882477572
582	8.87899199
583	8.875200309
584	8.872625303
585	8.869198574
586	8.867018342
587	8.860387001
588	8.857899753
589	8.855419451
590	8.851720436
591	8.848833326
592	8.845600936
593	8.839212888
594	8.836532475
595	8.835436254
596	8.833008978
597	8.830628205
598	8.827493323
599	8.824121684
600	8.820519125
601	8.818839802
602	8.815919692
603	8.812160669
604	8.807459846
605	8.804699169
606	8.79744081
607	8.795373631
608	8.792276109
609	8.788395149
610	8.785363494
611	8.783220521
612	8.780807215
613	8.778958019
614	8.777233779
615	8.774154989
616	8.771841262
617	8.763764387
618	8.760394339
619	8.757269829
620	8.750946905
621	8.748559352
622	8.739016785
623	8.736996068
624	8.734364779
625	8.73203851
626	8.729315644
627	8.719880258
628	8.717097571
629	8.713841608
630	8.709459521
631	8.706654627
632	8.702182442
633	8.699827458
634	8.693604192
635	8.691624327
636	8.689842434
637	8.686598834
638	8.684039682
639	8.680405795
640	8.677275364
641	8.674778014
642	8.672400537
643	8.669710434
644	8.66785262
645	8.663477055
646	8.656869815
647	8.65423039
648	8.649061463
649	8.64681022
650	8.64386611
651	8.641281859
652	8.637371057
653	8.635075865
654	8.630914576
655	8.629097207
656	8.626549481
657	8.621020221
658	8.615369867
659	8.612957982
660	8.609343112
661	8.606865173
662	8.604348143
663	8.598615749
664	8.596213795
665	8.594089661
666	8.590244264
667	8.588486207
668	8.586168407
669	8.582941717
670	8.580313842
671	8.577928028
672	8.576429398
673	8.572948492
674	8.570873292
675	8.567501442
676	8.565426007
677	8.562113962
678	8.558831651
679	8.556363062
680	8.554465043
681	8.549001695
682	8.546051415
683	8.542370977
684	8.53912566
685	8.536056282
686	8.533969266
687	8.532028645
688	8.529938855
689	8.527929781
690	8.526580475
691	8.524146734
692	8.522797361
693	8.519632219
694	8.517542504
695	8.513783235
696	8.508386197
697	8.506253418
698	8.503561268
699	8.500678431
700	8.497581533
701	8.495258444
702	8.493182902
703	8.490035475
704	8.487031747
705	8.484527113
706	8.482404455
707	8.480805492
708	8.479659315
709	8.471056156
710	8.467317014
711	8.464945649
712	8.462912962
713	8.460722311
714	8.458064426
715	8.45571812
716	8.454003606
717	8.447189227
718	8.444149547
719	8.442807623
720	8.440676565
721	8.438079452
722	8.435641016
723	8.433106075
724	8.43111288
725	8.428080342
726	8.423822439
727	8.420522918
728	8.412264036
729	8.410717148
730	8.408777719
731	8.406121431
732	8.403846933
733	8.402344462
734	8.399521345
735	8.396635935
736	8.390386796
737	8.388416354
738	8.386657458
739	8.383652719
740	8.380483016
741	8.377773728
742	8.375854906
743	8.374344551
744	8.3691414
745	8.36126063
746	8.358788978
747	8.355644887
748	8.353427645
749	8.351436795
750	8.348832194
751	8.343716945
752	8.341284382
753	8.339738311
754	8.337581971
755	8.33488524
756	8.332611433
757	8.330336968
758	8.328662816
759	8.32734842
760	8.324610641
761	8.323379203
762	8.321461275
763	8.31984921
764	8.314999643
765	8.313182005
766	8.310622056
767	8.308584294
768	8.303768514
769	8.302009766
770	8.300303855
771	8.298649143
772	8.295952036
773	8.294317599
774	8.291833241
775	8.289839753
776	8.288564423
777	8.285565161
778	8.283842421
779	8.281219978
780	8.278883672
781	8.275299067
782	8.273316698
783	8.268748816
784	8.267233053
785	8.265446801
786	8.263235251
787	8.261163843
788	8.259088897
789	8.255764448
790	8.253882136
791	8.252015551
792	8.249726263
793	8.246481174
794	8.244408999
795	8.242561912
796	8.240264101
797	8.237906227
798	8.235501996
799	8.233890594
800	8.226568527
801	8.219059294
802	8.217092068
803	8.21265507
804	8.210088977
805	8.207726124
806	8.205873129
807	8.200372569
808	8.198178468
809	8.196516617
810	8.189622544
811	8.187647087
812	8.185981721
813	8.184032174
814	8.182032396
815	8.180382131
816	8.178338603
817	8.176153366
818	8.174475208
819	8.171626994
820	8.169776423
821	8.166081875
822	8.164722446
823	8.162333408
824	8.157334104
825	8.155477886
826	8.153961886
827	8.15156596
828	8.150410688
829	8.148248218
830	8.146144935
831	8.144659459
832	8.142713838
833	8.135894636
834	8.133970386
835	8.132858788
836	8.130856043
837	8.129320412
838	8.128014485
839	8.126732417
840	8.124691741
841	8.12246811
842	8.12069292
843	8.118254454
844	8.116544715
845	8.114543311
846	8.108183354
847	8.107159649
848	8.104949036
849	8.100975512
850	8.098785235
851	8.096317327
852	8.094511186
853	8.093082269
854	8.090969753
855	8.088283079
856	8.086245552
857	8.084270007
858	8.082889795
859	8.080390221
860	8.078328874
861	8.075937067
862	8.074213077
863	8.07209855
864	8.070298005
865	8.068741686
866	8.066066945
867	8.06488166
868	8.062505417
869	8.05771164
870	8.055867598
871	8.051679755
872	8.050091373
873	8.047530269
874	8.045179502
875	8.043242585
876	8.040589373
877	8.039109967
878	8.037630809
879	8.034895287
880	8.033581206
881	8.031025819
882	8.028530837
883	8.026372347
884	8.024921331
885	8.022743287
886	8.020557831
887	8.017587154
888	8.015126135
889	8.013657363
890	8.010217406
891	8.003956173
892	8.002199314
893	7.999918482
894	7.995744167
895	7.992428611
896	7.990709141
897	7.989318762
898	7.983452809
899	7.981666454
900	7.98018604
901	7.978491876
902	7.976794526
903	7.974745203
904	7.973074808
905	7.972067785
906	7.970001195
907	7.968234172
908	7.967224368
909	7.965432483
910	7.964147096
911	7.963269174
912	7.961526564
913	7.95943876
914	7.956252401
915	7.955303483
916	7.953934875
917	7.952300173
918	7.950156558
919	7.948949347
920	7.947223548
921	7.943276061
922	7.941713876
923	7.940088923
924	7.938825549
925	7.933625063
926	7.932131337
927	7.929581046
928	7.927897576
929	7.922921758
930	7.920778355
931	7.918393036
932	7.916597928
933	7.915244616
934	7.913862949
935	7.912495224
936	7.910300458
937	7.908537344
938	7.906730782
939	7.903926894
940	7.901586387
941	7.900263034
942	7.896174275
943	7.891367024
944	7.890019182
945	7.888262903
946	7.884605824
947	7.882473084
948	7.880494008
949	7.876116021
950	7.874439506
951	7.872172499
952	7.8703778
953	7.868682427
954	7.867073055
955	7.865648377
956	7.864139146
957	7.861653643
958	7.85808707
959	7.856669034
960	7.855193673
961	7.853299506
962	7.851587864
963	7.849494833
964	7.846036192
965	7.84439035
966	7.842240278
967	7.840514519
968	7.838962185
969	7.835849585
970	7.833637801
971	7.828696047
972	7.825351397
973	7.822883109
974	7.821290172
975	7.819639138
976	7.817467767
977	7.815663758
978	7.814059682
979	7.812382417
980	7.810269572
981	7.808744834
982	7.805939928
983	7.803853808
984	7.802235619
985	7.800887215
986	7.798779971
987	7.796189861
988	7.794858942
989	7.793630206
990	7.792095649
991	7.79140813
992	7.789975668
993	7.788483812
994	7.787006474
995	7.786142621
996	7.783872475
997	7.782192549
998	7.78063801
999	7.779412151
